"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"20:12:33:655","8940988502130","3692.269","   3.624"," 2000"," 1200"," 2700"," 2007","   3.117","33159.159","9210.877","   1.650","23845.960","6623.878"," 48","0"," 44"," 50","   0.902","5098.373","1416.215","  45.000","    0","    0"
"20:12:34:646","8943176740852","3693.260","   3.861"," 2006"," 1200"," 2600"," 2013","   3.308","33162.437","9211.788","   1.711","23847.655","6624.349"," 48","0"," 44"," 51","   0.945","5099.310","1416.475","  45.000","    0","    0"
"20:12:35:636","8945362913728","3694.250","   1.986"," 1699"," 1200"," 2600"," 1705","   1.388","33163.811","9212.170","   0.735","23848.383","6624.551"," 47","0"," 44"," 48","   0.650","5099.954","1416.654","  45.000","    0","    0"
"20:12:36:627","8947549876650","3695.241","   1.766"," 1691"," 1200"," 2600"," 1697","   1.290","33165.089","9212.525","   0.674","23849.050","6624.736"," 47","0"," 44"," 49","   0.630","5100.578","1416.827","  45.000","    0","    0"
"20:12:37:618","8949738121882","3696.232","   1.672"," 1731"," 1200"," 2600"," 1744","   1.361","33166.438","9212.899","   0.707","23849.751","6624.931"," 47","0"," 44"," 48","   0.655","5101.227","1417.007","  45.000","    0","    0"
"20:12:38:609","8951926358484","3697.223","   2.801"," 1574"," 1200"," 2600"," 1578","   1.688","33168.111","9213.364","   0.939","23850.681","6625.189"," 47","0"," 44"," 49","   0.692","5101.913","1417.198","  45.000","    0","    0"
"20:12:39:600","8954114713338","3698.214","   3.706"," 2018"," 1200"," 2600"," 2027","   2.920","33171.004","9214.168","   1.620","23852.287","6625.635"," 48","0"," 43"," 52","   0.877","5102.782","1417.440","  45.000","    0","    0"
"20:12:40:591","8956302011604","3699.204","   1.967"," 1692"," 1200"," 2600"," 1700","   1.531","33172.521","9214.589","   0.762","23853.041","6625.845"," 46","0"," 44"," 49","   0.677","5103.453","1417.626","  45.000","    0","    0"
"20:12:41:582","8958490261950","3700.196","   2.097"," 1700"," 1200"," 2600"," 1710","   1.465","33173.973","9214.992","   0.787","23853.821","6626.061"," 48","0"," 44"," 48","   0.655","5104.102","1417.806","  45.000","    0","    0"
"20:12:42:573","8960678560362","3701.187","   1.588"," 1669"," 1200"," 2600"," 1672","   1.223","33175.185","9215.329","   0.626","23854.441","6626.234"," 46","0"," 43"," 48","   0.635","5104.731","1417.981","  45.000","    0","    0"
"20:12:43:564","8962866337842","3702.177","   1.986"," 1663"," 1200"," 2600"," 1674","   1.445","33176.617","9215.727","   0.760","23855.195","6626.443"," 46","0"," 44"," 49","   0.656","5105.381","1418.162","  45.000","  350","  333"
"20:12:44:555","8965054569910","3703.169","   1.548"," 1740"," 1200"," 2600"," 1756","   1.240","33177.846","9216.068","   0.645","23855.834","6626.621"," 47","0"," 43"," 47","   0.629","5106.005","1418.335","  45.000","    0","    0"
"20:12:45:546","8967242869774","3704.160","   1.984"," 1843"," 1200"," 2600"," 1845","   1.549","33179.381","9216.495","   0.858","23856.684","6626.857"," 46","0"," 43"," 49","   0.654","5106.652","1418.515","  45.000","    0","    0"
"20:12:46:537","8969431122658","3705.151","   3.237"," 1899"," 1200"," 2600"," 1906","   2.654","33182.012","9217.226","   1.367","23858.039","6627.233"," 47","0"," 44"," 49","   0.838","5107.483","1418.745","  45.000","    0","    0"
"20:12:47:528","8971618875316","3706.141","   3.720"," 1944"," 1200"," 2600"," 1952","   3.113","33185.096","9218.082","   1.609","23859.632","6627.676"," 47","0"," 44"," 50","   0.912","5108.387","1418.996","  45.000","    0","    0"
"20:12:48:519","8973807109510","3707.133","   3.545"," 1994"," 1200"," 2600"," 2005","   3.143","33188.211","9218.948","   1.590","23861.208","6628.113"," 47","0"," 43"," 51","   0.926","5109.305","1419.251","  45.000","    0","    0"
"20:12:49:510","8975995367912","3708.124","   3.640"," 1951"," 1200"," 2600"," 1953","   3.099","33191.282","9219.801","   1.579","23862.773","6628.548"," 47","0"," 44"," 49","   0.919","5110.215","1419.504","  45.000","    0","    0"
"20:12:50:501","8978183646918","3709.115","   3.668"," 1938"," 1200"," 2600"," 1943","   3.081","33194.336","9220.649","   1.590","23864.349","6628.986"," 48","0"," 44"," 50","   0.913","5111.120","1419.755","  45.000","    0","    0"
"20:12:51:492","8980371916424","3710.106","   3.922"," 1933"," 1200"," 2600"," 1942","   3.286","33197.592","9221.553","   1.697","23866.030","6629.453"," 47","0"," 44"," 49","   0.949","5112.060","1420.017","  45.000","    0","    0"
"20:12:52:482","8982558748046","3711.096","   3.424"," 1886"," 1200"," 2600"," 1893","   2.934","33200.498","9222.361","   1.449","23867.466","6629.852"," 47","0"," 44"," 49","   0.912","5112.963","1420.267","  45.000","    0","    0"
"20:12:53:472","8984745167534","3712.086","   3.612"," 1909"," 1200"," 2600"," 1920","   2.957","33203.426","9223.174","   1.540","23868.991","6630.275"," 47","0"," 44"," 49","   0.887","5113.841","1420.511","  45.000","    0","    0"
"20:12:54:463","8986931183480","3713.076","  10.079"," 2130"," 1200"," 2600"," 2140","   5.987","33209.353","9224.820","   4.169","23873.118","6631.422"," 51","0"," 44"," 54","   1.046","5114.877","1420.799","  45.000","    0","    0"
"20:12:55:454","8989119351968","3714.067","   6.004"," 2284"," 1200"," 2600"," 2292","   4.173","33213.488","9225.969","   3.174","23876.263","6632.295"," 56","0"," 44"," 56","   0.689","5115.559","1420.989","  45.000","    0","    0"
"20:12:56:445","8991307649614","3715.058","   9.472"," 1467"," 1200"," 2600"," 1469","   3.886","33217.339","9227.039","   2.642","23878.881","6633.023"," 47","0"," 44"," 57","   0.667","5116.221","1421.172","  45.000","    0","    0"
"20:12:57:436","8993495874546","3716.050","   2.912"," 1672"," 1200"," 2600"," 1681","   1.839","33219.161","9227.545","   1.066","23879.938","6633.316"," 46","0"," 44"," 51","   0.660","5116.875","1421.354","  45.000","    0","    0"
"20:12:58:427","8995684106860","3717.041","   1.501"," 1718"," 1200"," 2600"," 1725","   1.235","33220.386","9227.885","   0.626","23880.558","6633.488"," 46","0"," 44"," 48","   0.628","5117.497","1421.527","  45.000","    0","    0"
"20:12:59:418","8997872350000","3718.032","   1.946"," 1705"," 1200"," 2600"," 1717","   1.440","33221.812","9228.281","   0.777","23881.328","6633.702"," 46","0"," 43"," 48","   0.648","5118.139","1421.705","  45.000","    0","    0"
"20:13:00:409","9000060568824","3719.023","   3.896"," 1965"," 1200"," 2600"," 1973","   3.194","33224.977","9229.160","   1.645","23882.959","6634.155"," 46","0"," 44"," 50","   0.916","5119.046","1421.957","  45.000","    0","    0"
"20:13:01:400","9002248816806","3720.014","   1.843"," 1689"," 1200"," 2600"," 1700","   1.385","33226.350","9229.542","   0.721","23883.673","6634.354"," 47","0"," 44"," 48","   0.650","5119.690","1422.136","  45.000","    0","    0"
"20:13:02:391","9004436461938","3721.004","   1.478"," 1707"," 1200"," 2600"," 1718","   1.166","33227.504","9229.862","   0.594","23884.261","6634.517"," 46","0"," 43"," 47","   0.614","5120.299","1422.305","  45.000","    0","    0"
"20:13:03:382","9006624694488","3721.996","   1.838"," 1705"," 1200"," 2600"," 1712","   1.395","33228.887","9230.246","   0.729","23884.984","6634.718"," 46","0"," 43"," 49","   0.655","5120.948","1422.486","  45.000","    0","    0"
"20:13:04:373","9008812944422","3722.987","   1.476"," 1720"," 1200"," 2600"," 1724","   1.186","33230.062","9230.573","   0.601","23885.580","6634.883"," 46","0"," 43"," 47","   0.622","5121.565","1422.657","  45.000","    0","    0"
"20:13:05:364","9011001192584","3723.978","   1.863"," 1686"," 1200"," 2600"," 1693","   1.379","33231.429","9230.952","   0.724","23886.298","6635.083"," 46","0"," 44"," 48","   0.649","5122.208","1422.836","  45.000","    0","    0"
"20:13:06:355","9013189381074","3724.969","   3.338"," 1994"," 1200"," 2600"," 2002","   2.815","33234.218","9231.727","   1.509","23887.793","6635.498"," 48","0"," 43"," 50","   0.859","5123.060","1423.072","  45.000","  450","  433"
"20:13:07:345","9015376570362","3725.959","   3.719"," 1934"," 1200"," 2700"," 1939","   3.136","33237.324","9232.590","   1.607","23889.385","6635.940"," 47","0"," 44"," 50","   0.916","5123.968","1423.324","  45.000","  400","  400"
"20:13:08:335","9017562613352","3726.949","   3.654"," 1918"," 1200"," 2600"," 1928","   3.088","33240.382","9233.439","   1.554","23890.924","6636.368"," 47","0"," 44"," 50","   0.925","5124.883","1423.579","  45.000","    0","    0"
"20:13:09:326","9019750129982","3727.940","   4.465"," 1886"," 1200"," 2600"," 1891","   3.435","33243.785","9234.385","   1.823","23892.730","6636.869"," 47","0"," 44"," 49","   0.972","5125.847","1423.846","  45.000","  400","  400"
"20:13:10:317","9021937348630","3728.931","   3.539"," 1917"," 1200"," 2600"," 1923","   3.002","33246.759","9235.211","   1.505","23894.220","6637.283"," 47","0"," 44"," 50","   0.914","5126.751","1424.098","  45.000","    0","    0"
"20:13:11:308","9024125605126","3729.922","   3.819"," 1917"," 1200"," 2600"," 1924","   3.227","33249.957","9236.099","   1.634","23895.839","6637.733"," 47","0"," 44"," 48","   0.953","5127.696","1424.360","  45.000","    0","    0"
"20:13:12:299","9026313851384","3730.913","   3.709"," 1940"," 1200"," 2600"," 1945","   3.141","33253.070","9236.964","   1.605","23897.430","6638.175"," 47","0"," 44"," 49","   0.916","5128.604","1424.612","  45.000","    0","    0"
"20:13:13:290","9028502103584","3731.904","   3.791"," 1870"," 1200"," 2600"," 1883","   3.041","33256.084","9237.801","   1.591","23899.006","6638.613"," 46","0"," 44"," 52","   0.896","5129.492","1424.859","  45.000","    0","    0"
"20:13:14:281","9030690358500","3732.895","   2.682"," 1842"," 1200"," 2600"," 1851","   2.287","33258.350","9238.431","   1.124","23900.120","6638.922"," 46","0"," 44"," 49","   0.801","5130.286","1425.079","  45.000","    0","    0"
"20:13:15:272","9032878582006","3733.886","   2.180"," 1918"," 1200"," 2600"," 1927","   1.665","33260.000","9238.889","   0.976","23901.086","6639.191"," 46","0"," 43"," 49","   0.651","5130.931","1425.259","  45.000","    0","    0"
"20:13:16:263","9035066820666","3734.877","   1.976"," 1737"," 1200"," 2600"," 1738","   1.608","33261.593","9239.331","   0.793","23901.872","6639.409"," 46","0"," 43"," 48","   0.700","5131.625","1425.451","  45.000","    0","    0"
"20:13:17:254","9037255065744","3735.868","   2.141"," 1695"," 1200"," 2600"," 1707","   1.477","33263.057","9239.738","   0.804","23902.669","6639.630"," 46","0"," 43"," 50","   0.653","5132.272","1425.631","  45.000","    0","    0"
"20:13:18:245","9039443298648","3736.859","   1.840"," 1664"," 1200"," 2600"," 1674","   1.337","33264.382","9240.106","   0.696","23903.359","6639.822"," 46","0"," 43"," 49","   0.640","5132.907","1425.807","  45.000","    0","    0"
"20:13:19:236","9041631552058","3737.850","   1.744"," 1666"," 1200"," 2600"," 1675","   1.305","33265.676","9240.465","   0.672","23904.025","6640.007"," 46","0"," 43"," 47","   0.642","5133.543","1425.984","  45.000","    0","    0"
"20:13:20:227","9043819805616","3738.841","   3.776"," 2036"," 1200"," 2600"," 2044","   2.924","33268.573","9241.270","   1.661","23905.671","6640.464"," 46","0"," 43"," 50","   0.852","5134.388","1426.219","  45.000","    0","    0"
"20:13:21:218","9046008060552","3739.832","   1.859"," 1775"," 1200"," 2600"," 1780","   1.417","33269.977","9241.660","   0.769","23906.434","6640.676"," 46","0"," 43"," 48","   0.638","5135.021","1426.395","  45.000","    0","    0"
"20:13:22:209","9048196331094","3740.823","   1.643"," 1679"," 1200"," 2600"," 1679","   1.246","33271.212","9242.003","   0.645","23907.073","6640.854"," 47","0"," 43"," 47","   0.633","5135.648","1426.569","  45.000","    0","    0"
"20:13:23:200","9050384598032","3741.814","   2.191"," 1794"," 1200"," 2600"," 1798","   1.874","33273.069","9242.519","   0.940","23908.005","6641.112"," 46","0"," 43"," 49","   0.729","5136.370","1426.770","  45.000","    0","    0"
"20:13:24:192","9052572929512","3742.805","   1.682"," 1677"," 1200"," 2600"," 1688","   1.261","33274.319","9242.866","   0.652","23908.651","6641.292"," 46","0"," 43"," 48","   0.634","5136.998","1426.944","  45.000","    0","    0"
"20:13:25:183","9054761179600","3743.796","   2.485"," 1822"," 1200"," 2600"," 1837","   1.827","33276.130","9243.369","   0.993","23909.635","6641.565"," 47","0"," 43"," 49","   0.705","5137.697","1427.138","  45.000","    0","    0"
"20:13:26:174","9056949504650","3744.788","   3.496"," 1902"," 1200"," 2600"," 1915","   3.106","33279.208","9244.225","   1.533","23911.154","6641.987"," 46","0"," 43"," 50","   0.934","5138.622","1427.395","  45.000","    0","    0"
"20:13:27:164","9059135589998","3745.778","   3.857"," 1945"," 1200"," 2600"," 1951","   3.191","33282.368","9245.102","   1.661","23912.799","6642.444"," 46","0"," 43"," 49","   0.926","5139.539","1427.650","  45.000","    0","    0"
"20:13:28:154","9061322519210","3746.768","   3.566"," 1903"," 1200"," 2600"," 1911","   2.932","33285.272","9245.909","   1.510","23914.294","6642.859"," 46","0"," 43"," 50","   0.891","5140.421","1427.895","  45.000","    0","    0"
"20:13:29:144","9063508943180","3747.758","   6.529"," 2256"," 1200"," 2600"," 2265","   4.830","33290.055","9247.238","   3.165","23917.428","6643.730"," 48","0"," 44"," 54","   0.975","5141.387","1428.163","  45.000","    0","    0"
"20:13:30:135","9065697002474","3748.749","   5.593"," 1941"," 1200"," 2600"," 1948","   4.024","33294.043","9248.345","   2.199","23919.608","6644.335"," 48","0"," 44"," 50","   1.018","5142.396","1428.443","  45.000","    0","    0"
"20:13:31:125","9067883046244","3749.739","   3.781"," 1976"," 1200"," 2600"," 1984","   3.220","33297.232","9249.231","   1.656","23921.247","6644.791"," 47","0"," 44"," 50","   0.930","5143.316","1428.699","  45.000","  350","  333"
"20:13:32:117","9070071344596","3750.730","   3.521"," 1895"," 1200"," 2600"," 1900","   3.129","33300.333","9250.092","   1.543","23922.777","6645.216"," 48","0"," 44"," 49","   0.937","5144.245","1428.957","  45.000","  350","  333"
"20:13:33:107","9072257401760","3751.720","   3.773"," 2031"," 1200"," 2600"," 2041","   2.979","33303.283","9250.912","   1.672","23924.432","6645.676"," 47","0"," 44"," 51","   0.874","5145.110","1429.197","  45.000","    0","    0"
"20:13:34:098","9074445678236","3752.712","   2.030"," 1739"," 1200"," 2600"," 1746","   1.467","33304.736","9251.316","   0.784","23925.210","6645.892"," 46","0"," 43"," 48","   0.657","5145.760","1429.378","  45.000","    0","    0"
"20:13:35:089","9076633942768","3753.703","   1.982"," 1791"," 1200"," 2600"," 1806","   1.412","33306.136","9251.704","   0.783","23925.986","6646.107"," 47","0"," 43"," 49","   0.643","5146.398","1429.555","  45.000","  350","  333"
"20:13:36:080","9078822162740","3754.694","   2.211"," 1851"," 1200"," 2600"," 1855","   1.811","33307.931","9252.203","   0.935","23926.912","6646.365"," 46","0"," 43"," 50","   0.720","5147.112","1429.753","  45.000","    0","    0"
"20:13:37:071","9081010390268","3755.685","   1.705"," 1673"," 1200"," 2600"," 1678","   1.286","33309.205","9252.557","   0.679","23927.585","6646.551"," 46","0"," 43"," 47","   0.635","5147.741","1429.928","  45.000","    0","    0"
"20:13:38:062","9083198606268","3756.676","   2.433"," 1808"," 1200"," 2600"," 1819","   1.765","33310.955","9253.043","   0.948","23928.525","6646.812"," 46","0"," 43"," 49","   0.708","5148.443","1430.123","  45.000","    0","    0"
"20:13:39:052","9085384663392","3757.666","   3.158"," 1717"," 1200"," 2600"," 1729","   2.022","33312.956","9253.599","   1.147","23929.660","6647.128"," 47","0"," 43"," 48","   0.740","5149.176","1430.327","  45.000","    0","    0"
"20:13:40:043","9087572933592","3758.657","   4.514"," 2144"," 1200"," 2600"," 2149","   3.382","33316.308","9254.530","   1.970","23931.613","6647.670"," 46","0"," 43"," 53","   0.890","5150.058","1430.572","  45.000","    0","    0"
"20:13:41:034","9089761221894","3759.648","   2.681"," 1886"," 1200"," 2600"," 1892","   1.824","33318.115","9255.032","   1.121","23932.723","6647.979"," 46","0"," 43"," 53","   0.666","5150.717","1430.755","  45.000","    0","    0"
"20:13:42:025","9091949463000","3760.639","   1.766"," 1717"," 1200"," 2600"," 1720","   1.323","33319.426","9255.396","   0.689","23933.407","6648.169"," 46","0"," 43"," 48","   0.644","5151.355","1430.932","  45.000","    0","    0"
"20:13:43:016","9094137710248","3761.630","   1.664"," 1683"," 1200"," 2600"," 1692","   1.324","33320.738","9255.761","   0.681","23934.082","6648.356"," 46","0"," 43"," 47","   0.636","5151.986","1431.107","  45.000","    0","    0"
"20:13:44:007","9096325946526","3762.621","   1.681"," 1681"," 1200"," 2600"," 1689","   1.321","33322.047","9256.124","   0.673","23934.749","6648.541"," 45","0"," 43"," 47","   0.643","5152.623","1431.284","  45.000","    0","    0"
"20:13:44:998","9098514223160","3763.612","   3.117"," 1852"," 1200"," 2600"," 1860","   2.306","33324.333","9256.759","   1.275","23936.012","6648.892"," 47","0"," 43"," 50","   0.783","5153.398","1431.500","  45.000","  400","  400"
"20:13:45:989","9100702384380","3764.603","   3.630"," 1975"," 1200"," 2600"," 1985","   3.234","33327.538","9257.649","   1.614","23937.612","6649.337"," 47","0"," 43"," 49","   0.940","5154.330","1431.758","  45.000","  350","  333"
"20:13:46:980","9102889275292","3765.594","   3.585"," 1907"," 1200"," 2700"," 1916","   3.078","33330.587","9258.496","   1.535","23939.133","6649.759"," 47","0"," 43"," 49","   0.925","5155.247","1432.013","  45.000","  400","  400"
